"project_status";"id";"naam";"startdatum";"ministerie";"peildatum.a";"rapportage_herijking.a";"actueel_einddatum.a";"daadwerkelijk_totaal_projectkosten.a";"actueel_totaal_projectkosten.a";"peildatum.z";"rapportage_herijking.z";"actueel_einddatum.z";"daadwerkelijk_totaal_projectkosten.z";"actueel_totaal_projectkosten.z";"doorlooptijd.z";"hex";"col";"verschil_abs";"verschil_per"
"Afgerond";"292001";"Integraal verbeterplan SMF";2013-11-29;"Sociale Zaken en Werkgelegenheid";2015-11-15;"Initieel";2015-11-15;0;5,46;2016-11-01;"Rapportage";2016-11-01;12,3;12,3;1068;"#BE5900";"orange";6,84;125,274725274725
"Afgerond";"291374";"Nieuwe ICT-omgeving ILT";2012-10-04;"Infrastructuur en Milieu";2015-12-31;"Initieel";2015-12-31;0;2,51;2016-11-30;"Rapportage";2016-11-30;15,3;15,3;1518;"#BE5900";"orange";12,79;509,561752988048
"Afgerond";"291951";"Herontwerp Grote Geldstromen";2013-02-12;"Sociale Zaken en Werkgelegenheid";2013-12-31;"Initieel";2013-12-31;0;4,7;2016-12-13;"Rapportage";2016-12-13;8,7;8,7;1400;"#BE5900";"orange";4;85,1063829787234
"Afgerond";"259645";"Programma Rationalisatie";2014-12-31;"Financiën";2017-12-31;"Initieel";2017-12-31;0;105;2016-12-31;"Rapportage";2016-12-31;28,66;28,66;731;"#BE5900";"orange";-76,34;-72,7047619047619
"Afgerond";"158735";"Basisregistraties";2006-07-01;"Financiën";2011-12-31;"Initieel";2011-12-31;0;35;2015-12-31;"Rapportage";2015-12-31;42,7;42,7;3470;"#BE5900";"orange";7,7;22
"Afgerond";"160187";"Vernieuwing Rekencentrum DJI (3V)";2012-01-01;"Veiligheid en Justitie";2016-12-31;"Initieel";2016-12-31;0;47,55;2016-01-14;"Rapportage";2016-01-14;18,09;18,09;1474;"#BE5900";"orange";-29,46;-61,9558359621451
"Afgerond";"296561";"A2 Passage Maastricht";2011-12-31;"Infrastructuur en Milieu";2016-12-31;"Initieel";2016-12-31;0;0;2016-12-31;"Rapportage";2016-12-31;0;0;1827;"#BE5900";"orange";0;0
"Afgerond";"291424";"Service Gerichte Architectuur";2013-10-01;"Infrastructuur en Milieu";2015-12-31;"Initieel";2015-12-31;0;1,7;2016-06-30;"Rapportage";2016-06-30;8,27;8,27;1003;"#BE5900";"orange";6,57;386,470588235294
"Afgerond";"293007";"Contactcenter Diensten";2014-12-19;"Sociale Zaken en Werkgelegenheid";2015-12-31;"Initieel";2015-12-31;0;4,1;2016-10-18;"Rapportage";2016-10-18;6,71;6,71;669;"#BE5900";"orange";2,61;63,6585365853659
"Afgerond";"160196";"Elektronische Detentie";2013-05-15;"Veiligheid en Justitie";2014-09-01;"Initieel";2014-09-01;0;9,02;2016-06-30;"Rapportage";2016-06-30;3,39;3,39;1142;"#BE5900";"orange";-5,63;-62,4168514412417
"Afgerond";"292957";"Één Mijnomgeving";2013-02-01;"Sociale Zaken en Werkgelegenheid";2015-12-31;"Initieel";2015-12-31;0;4,07;2016-06-30;"Herijking";2016-06-30;4,71;4,71;1245;"#BE5900";"orange";0,64;15,7248157248157
"Afgerond";"323619";"Herinrichting Logisch Toegangsbeheer";2005-11-24;"Financiën";2007-12-31;"Initieel";2007-12-31;0;12,15;2016-03-17;"Rapportage";2016-03-17;10,31;10,31;3766;"#BE5900";"orange";-1,84;-15,1440329218107
"Afgerond";"295068";"Elektronisch Patiënten Dossier (EPD) bij DJI";2012-11-01;"Veiligheid en Justitie";2014-12-31;"Initieel";2014-12-31;0;5,27;2016-11-22;"Rapportage";2016-11-22;8,98;8,98;1482;"#BE5900";"orange";3,71;70,3984819734346
"Afgerond";"301038";"IH Release 2016.3";2015-09-15;"Financiën";2016-11-15;"Initieel";2016-11-15;0;5,2;2016-11-15;"Rapportage";2016-11-15;3,29;3,29;427;"#BE5900";"orange";-1,91;-36,7307692307692
"Afgerond";"160180";"SEPA";2011-09-23;"Financiën";2013-01-01;"Initieel";2013-01-01;0;20,83;2014-02-01;"Rapportage";2014-02-01;18,3;18,3;862;"#BE5900";"orange";-2,53;-12,1459433509361
"Afgerond";"158756";"TGV";2009-08-01;"Veiligheid en Justitie";2011-07-01;"Initieel";2011-07-01;0;47,22;2011-07-01;"Rapportage";2011-07-01;35,86;45,46;699;"#BE5900";"orange";-11,36;-24,0576027107158
"Afgerond";"299496";"Doorontwikkeling Digitalisering stukkenstroom VWS";2013-04-01;"Volksgezondheid, Welzijn en Sport";2015-12-31;"Initieel";2015-12-31;0;6,91;2016-06-30;"Rapportage";2016-06-30;7,3;7,3;1186;"#BE5900";"orange";0,39;5,64399421128798
"Afgerond";"259595";"Online Aangifte Voorziening (OLAV)";2013-05-08;"Financiën";2015-03-31;"Initieel";2015-03-31;0;18,61;2016-03-31;"Rapportage";2016-03-31;29,18;29,18;1058;"#BE5900";"orange";10,57;56,7974207415368
"Afgerond";"295250";"DRIFE";2012-07-16;"Veiligheid en Justitie";2015-03-31;"Initieel";2015-03-31;0;3,39;2016-07-28;"Rapportage";2016-07-28;6,57;6,57;1473;"#BE5900";"orange";3,18;93,8053097345133
"Afgerond";"299052";"Uitvoeringsketen BBR";2014-01-01;"Economische Zaken";2015-08-01;"Initieel";2015-08-01;0;5,49;2016-08-09;"Rapportage";2016-08-09;6,84;6,84;951;"#BE5900";"orange";1,35;24,5901639344262
"Afgerond";"160188";"Vervanging Voice Communicatiesysteem";2010-05-10;"Infrastructuur en Milieu";2014-12-31;"Initieel";2014-12-31;0;25,13;2015-03-31;"Rapportage";2015-03-31;22,6;22,6;1786;"#BE5900";"orange";-2,53;-10,0676482292081
"Afgerond";"293923";"Landelijke Voorziening BGT";2011-01-03;"Infrastructuur en Milieu";2014-12-31;"Initieel";2014-12-31;0;6,4;2016-06-16;"Rapportage";2016-06-16;6,91;6,91;1991;"#BE5900";"orange";0,51;7,96875
"Afgerond";"158734";"eCustoms";2006-01-01;"Financiën";2008-01-01;"Initieel";2008-01-01;0;37;2010-12-31;"Rapportage";2010-12-31;65,28;65,28;1825;"#BE5900";"orange";28,28;76,4324324324324
"Afgerond";"291901";"Robuust ERD-schap en werkgever-verhaal";2013-04-23;"Sociale Zaken en Werkgelegenheid";2015-02-28;"Initieel";2015-02-28;0;6,86;2016-06-30;"Rapportage";2016-06-30;14,69;14,69;1164;"#BE5900";"orange";7,83;114,139941690962
"Afgerond";"160192";"Orion";2009-04-01;"Binnenlandse Zaken en Koninkrijksrelaties";2012-11-01;"Initieel";2012-11-01;0;17,97;2013-08-31;"Rapportage";2013-08-31;22,01;22,01;1613;"#BE5900";"orange";4,04;22,4819143016138
"Afgerond";"252231";"Wijziging oude Werkloosheidswet (WW)";2014-04-29;"Sociale Zaken en Werkgelegenheid";2016-03-31;"Initieel";2016-03-31;0;14,9;2016-03-31;"Rapportage";2016-03-31;23,29;23,29;702;"#BE5900";"orange";8,39;56,3087248322148
"Afgerond";"300624";"IH Release 2016.1";2015-01-15;"Financiën";2016-03-15;"Initieel";2016-03-15;0;5,6;2016-03-15;"Rapportage";2016-03-15;4,6;4,6;425;"#BE5900";"orange";-1;-17,8571428571429
"Afgerond";"297656";"Studievoorschot in WSF-systemen";2014-11-14;"Onderwijs, Cultuur en Wetenschap";2016-04-01;"Initieel";2016-04-01;0;7;2016-04-01;"Rapportage";2016-04-01;5,68;5,68;504;"#BE5900";"orange";-1,32;-18,8571428571429
"Afgerond";"160171";"UWV: Kantoorautomatisering, Werkplek en Netwerken";2010-01-01;"Sociale Zaken en Werkgelegenheid";2015-12-31;"Initieel";2015-12-31;0;42,99;2015-12-31;"Rapportage";2015-12-31;47,63;47,63;2190;"#BE5900";"orange";4,64;10,7932077227262
"Afgerond";"160202";"Programma Digitale Dienstverlening (DDV)";2009-05-01;"Economische Zaken";2011-12-31;"Initieel";2011-12-31;0;33,12;2012-07-01;"Rapportage";2012-07-01;22,08;31,84;1157;"#BE5900";"orange";-11,04;-33,3333333333333
"Afgerond";"160208";"AERIUS";2013-01-01;"Economische Zaken";2014-04-30;"Initieel";2014-04-30;0;6,4;2016-03-31;"Rapportage";2016-03-31;9,73;9,73;1185;"#BE5900";"orange";3,33;52,03125
"Afgerond";"160175";"C2000 Project ODIN";2012-01-01;"Veiligheid en Justitie";2013-09-01;"Initieel";2013-09-01;0;43,62;2014-07-01;"Rapportage";2014-07-01;31,57;33,19;912;"#BE5900";"orange";-12,05;-27,6249426868409
"Afgerond";"160199";"Datacenter Rechtspraak (DCR)";2011-08-01;"Veiligheid en Justitie";2014-12-31;"Initieel";2014-12-31;0;21,6;2015-03-31;"Rapportage";2015-03-31;18,59;18,59;1338;"#BE5900";"orange";-3,01;-13,9351851851852
"Afgerond";"298851";"Geo-Nu";2011-02-01;"Economische Zaken";2015-12-31;"Initieel";2015-12-31;0;0;2015-12-31;"Rapportage";2015-12-31;27,54;27,54;1794;"#BE5900";"orange";27,54;Inf
"Afgerond";"256486";"CONNECT";2013-01-01;"Infrastructuur en Milieu";2015-12-31;"Initieel";2015-12-31;0;18,66;2015-12-31;"Rapportage";2015-12-31;19,34;19,34;1094;"#BE5900";"orange";0,68;3,64415862808146
"Afgerond";"259695";"Cumulus";2013-01-01;"Financiën";2014-07-01;"Initieel";2014-07-01;0;18,8;2015-12-31;"Herijking";2015-12-31;27,04;27,04;1094;"#BE5900";"orange";8,24;43,8297872340425
"Afgerond";"158769";"ERP/M&F (SPEER)";2002-03-01;"Defensie";2009-12-31;"Initieel";2009-12-31;0;185;2015-06-30;"Rapportage";2015-06-30;276,44;276,47;4869;"#BE5900";"orange";91,44;49,427027027027
"Afgerond";"160200";"Invoering trekkingsrecht PGB, voor WMO, AWBZ (WLZ)";2013-08-01;"Volksgezondheid, Welzijn en Sport";2015-03-31;"Initieel";2015-03-31;0;10,22;2015-03-31;"Rapportage";2015-03-31;14,72;14,72;607;"#BE5900";"orange";4,5;44,0313111545988
"Afgerond";"259545";"MijnBelastingdienst.nl";2012-03-16;"Financiën";2015-12-31;"Initieel";2015-12-31;0;8,23;2015-12-31;"Rapportage";2015-12-31;21,47;21,47;1385;"#BE5900";"orange";13,24;160,874848116646
"Afgerond";"158741";"PALS";2006-01-01;"Defensie";2010-12-31;"Initieel";2010-12-31;0;36;2015-06-30;"Rapportage";2015-06-30;29;31,6;3467;"#BE5900";"orange";-7;-19,4444444444444
"Afgerond";"158759";"UWV:  ICT Transitie WERKbedrijf";2011-04-01;"Sociale Zaken en Werkgelegenheid";2015-12-31;"Initieel";2015-12-31;0;68,09;2015-12-31;"Rapportage";2015-12-31;96,1;96,1;1735;"#BE5900";"orange";28,01;41,1367307974739
"Afgerond";"158740";"VIA (vooringevulde aangifte)";2006-03-01;"Financiën";2009-03-01;"Initieel";2009-03-01;0;45;2012-05-01;"Rapportage";2012-05-01;53,26;53,26;2253;"#BE5900";"orange";8,26;18,3555555555556
"Afgerond";"158743";"INDIGO";2008-01-01;"Veiligheid en Justitie";2011-12-31;"Initieel";2011-12-31;0;68;2013-07-01;"Rapportage";2013-07-01;98;95,5;2008;"#BE5900";"orange";30;44,1176470588235
"Afgerond";"158742";"@MIGO-BORAS";2007-12-01;"Defensie";2011-12-31;"Initieel";2011-12-31;0;18;2014-12-31;"Herijking";2014-12-31;21,26;21,26;2587;"#BE5900";"orange";3,26;18,1111111111111
"Afgerond";"160172";"Defensiebrede vervanging C2000 randapparatuur";2010-07-16;"Defensie";2013-12-31;"Initieel";2013-12-31;0;9,15;2014-12-31;"Rapportage";2014-12-31;7,48;7,48;1629;"#BE5900";"orange";-1,67;-18,2513661202186
"Afgerond";"158767";"DigiInkoop";2008-08-01;"Binnenlandse Zaken en Koninkrijksrelaties";2013-04-01;"Initieel";2013-04-01;0;18,72;2014-09-30;"Herijking";2014-09-30;26,98;26,98;2251;"#BE5900";"orange";8,26;44,1239316239316
"Afgerond";"158738";"DI-Informatisering";2004-01-01;"Defensie";2009-12-31;"Initieel";2009-12-31;0;57;2012-12-31;"Rapportage";2012-12-31;21,2;21,2;3287;"#BE5900";"orange";-35,8;-62,8070175438596
"Afgerond";"158750";"Elektronische Reisdocumenten";2004-01-01;"Binnenlandse Zaken en Koninkrijksrelaties";2009-06-28;"Initieel";2009-06-28;0;42;2009-06-28;"Rapportage";2009-06-28;38,5;38,5;2005;"#BE5900";"orange";-3,5;-8,33333333333333
"Afgerond";"158737";"Herinrichting Personele Functiegebied (HPF)";2004-01-01;"Defensie";2008-12-31;"Initieel";2008-12-31;0;35;2011-04-01;"Rapportage";2011-04-01;37,9;37,9;2647;"#BE5900";"orange";2,9;8,28571428571428
"Afgerond";"158736";"Invoeren BRON PO";2005-01-01;"Onderwijs, Cultuur en Wetenschap";2008-12-31;"Initieel";2008-12-31;0;57,2;2010-12-31;"Rapportage";2010-12-31;62,1;62,1;2190;"#BE5900";"orange";4,9;8,56643356643356
"Afgerond";"160193";"Invoeren BRON-HO";2008-07-01;"Onderwijs, Cultuur en Wetenschap";2011-12-31;"Initieel";2011-12-31;0;9;2014-10-03;"Rapportage";2014-10-03;22,03;22,03;2285;"#BE5900";"orange";13,03;144,777777777778
"Afgerond";"158770";"UWV: Uitfaseren Basisregistraties (UBR)";2006-06-09;"Sociale Zaken en Werkgelegenheid";2009-07-01;"Initieel";2009-07-01;0;40;2010-04-30;"Rapportage";2010-04-30;25,9;28,7;1421;"#BE5900";"orange";-14,1;-35,25
"Afgerond";"180746";"Overheidsdatacenter Haagse km2";2013-01-14;"Binnenlandse Zaken en Koninkrijksrelaties";2014-08-01;"Initieel";2014-08-01;0;24,97;2014-11-03;"Rapportage";2014-11-03;25,53;26,43;658;"#BE5900";"orange";0,560000000000002;2,24269122947538
"Afgerond";"158752";"P-Direkt";2006-01-01;"Binnenlandse Zaken en Koninkrijksrelaties";2010-12-31;"Initieel";2010-12-31;0;99;2010-12-31;"Rapportage";2010-12-31;115,91;115,91;1825;"#BE5900";"orange";16,91;17,0808080808081
"Afgerond";"160190";"HGK IT";2010-10-01;"Veiligheid en Justitie";2012-12-01;"Initieel";2012-12-01;0;8,02;2013-04-01;"Rapportage";2013-04-01;18,93;18,93;913;"#BE5900";"orange";10,91;136,034912718204
"Afgerond";"158766";"PROF_IT";2011-01-01;"Veiligheid en Justitie";2012-01-01;"Initieel";2012-01-01;0;4,05;2011-12-31;"Herijking";2011-12-31;0;1,81;364;"#BE5900";"orange";-4,05;-100
"Afgerond";"160207";"Informatiebeveiliging";2008-03-01;"Economische Zaken";2010-12-31;"Initieel";2010-12-31;0;18,8;2011-03-31;"Rapportage";2011-03-31;14,4;17,4;1125;"#BE5900";"orange";-4,4;-23,4042553191489
"Afgerond";"160179";"Programma Informatie-uitwisseling Milieuhandhaving";2011-01-01;"Infrastructuur en Milieu";2013-12-31;"Initieel";2013-12-31;0;10,15;2014-12-31;"Rapportage";2014-12-31;8,58;8,58;1460;"#BE5900";"orange";-1,57;-15,4679802955665
"Afgerond";"160184";"Biometrie in de Vreemdelingenketen (BVK)";2011-04-01;"Veiligheid en Justitie";2015-12-31;"Initieel";2015-12-31;0;50;2013-12-31;"Rapportage";2013-12-31;10,09;10,09;1005;"#BE5900";"orange";-39,91;-79,82
"Afgerond";"160189";"Definitief Toekennen Nieuw (DTN)";2012-07-01;"Financiën";2013-06-30;"Initieel";2013-06-30;0;62,5;2013-06-30;"Rapportage";2013-06-30;50,5;50,5;364;"#BE5900";"orange";-12;-19,2
"Afgerond";"158749";"Digitale Werkomgeving Rijk (DWR)";2008-12-18;"Binnenlandse Zaken en Koninkrijksrelaties";2010-12-31;"Initieel";2010-12-31;0;65;2010-12-31;"Rapportage";2010-12-31;59,11;65;743;"#BE5900";"orange";-5,89;-9,06153846153846
"Afgerond";"160206";"E&F: E-procurement en Finance";2007-09-01;"Economische Zaken";2009-01-01;"Initieel";2009-01-01;0;17;2011-08-31;"Rapportage";2011-08-31;17,93;17,93;1460;"#BE5900";"orange";0,93;5,47058823529412
"Afgerond";"160203";"Nieuw Handelsregister (NHR)";2007-07-04;"Economische Zaken";2009-12-01;"Initieel";2009-12-01;0;12,2;2010-05-22;"Rapportage";2010-05-22;21,3;21,1;1053;"#BE5900";"orange";9,1;74,5901639344262
"Afgerond";"158764";"Elektronisch Patientendossier (EPD)";2006-01-01;"Volksgezondheid, Welzijn en Sport";2010-12-31;"Initieel";2010-12-31;0;300,7;2011-12-31;"Rapportage";2011-12-31;305,42;305,42;2190;"#BE5900";"orange";4,72000000000003;1,56967076820752
"Afgerond";"158754";"Excise Movement Control System (EMCS)";2003-10-01;"Financiën";2010-01-01;"Initieel";2010-01-01;0;16;2012-04-01;"Rapportage";2012-04-01;10,17;10,35;3105;"#BE5900";"orange";-5,83;-36,4375
"Afgerond";"158765";"GCOS (Generiek Casus Ondersteunend Systeem)";2009-12-01;"Veiligheid en Justitie";2011-07-01;"Initieel";2011-07-01;0;8,27;2013-10-01;"Rapportage";2013-10-01;12,78;12,78;1400;"#BE5900";"orange";4,51;54,53446191052
"Afgerond";"158746";"GPS, incl. OM afdoening";2001-01-01;"Veiligheid en Justitie";2004-12-31;"Initieel";2004-12-31;0;50,5;2011-12-31;"Rapportage";2011-12-31;99,4;103,3;4016;"#BE5900";"orange";48,9;96,8316831683168
"Afgerond";"160173";"Platformonafhankelijkheid OS2200 , migratie";2002-11-01;"Infrastructuur en Milieu";2010-12-31;"Initieel";2010-12-31;0;45;2011-12-31;"Rapportage";2011-12-31;39,6;39,6;3347;"#BE5900";"orange";-5,4;-12
"Afgerond";"158747";"IWPI PROGIS";2008-01-01;"Veiligheid en Justitie";2011-04-01;"Initieel";2011-04-01;0;54;2011-04-01;"Rapportage";2011-04-01;32;54;1186;"#BE5900";"orange";-22;-40,7407407407407
"Afgerond";"158745";"Leonardo";2009-07-10;"Veiligheid en Justitie";2011-11-01;"Initieel";2011-11-01;0;15,3;2013-12-31;"Rapportage";2013-12-31;40,52;40,52;1635;"#BE5900";"orange";25,22;164,83660130719
"Afgerond";"158739";"Invordering/ETM";2006-07-01;"Financiën";2008-12-31;"Initieel";2008-12-31;0;60;2010-08-31;"Rapportage";2010-08-31;175,3;175,3;1522;"#BE5900";"orange";115,3;192,166666666667
"Afgerond";"158760";"IvFZ (Informatievoorziening Forensische Zorg)";2009-10-01;"Veiligheid en Justitie";2011-12-31;"Initieel";2011-12-31;0;14,33;2012-12-31;"Rapportage";2012-12-31;15,05;18,19;1187;"#BE5900";"orange";0,720000000000001;5,02442428471738
"Afgerond";"160185";"NL-Alert";2010-12-01;"Veiligheid en Justitie";2012-12-31;"Initieel";2012-12-31;0;25;2012-12-31;"Rapportage";2012-12-31;25;25;761;"#BE5900";"orange";0;0
"Afgerond";"158748";"NL-SIS-II (Nederlands Schengen Informatiesysteem)";2005-07-01;"Veiligheid en Justitie";2007-03-31;"Initieel";2007-03-31;0;8,6;2013-03-31;"Rapportage";2013-03-31;22,8;22,8;2830;"#BE5900";"orange";14,2;165,116279069767
"Afgerond";"160204";"Meerjarenprogramma eDienstverlening";2008-06-01;"Economische Zaken";2011-12-31;"Initieel";2011-12-31;0;13,91;2011-12-31;"Rapportage";2011-12-31;13,76;13,76;1308;"#BE5900";"orange";-0,15;-1,07836089144501
"Afgerond";"158733";"Toeslagen Nieuw";2007-01-01;"Financiën";2008-12-31;"Initieel";2008-12-31;0;56;2012-07-01;"Rapportage";2012-07-01;240;240;2008;"#BE5900";"orange";184;328,571428571429
"Afgerond";"158761";"VGM Programma Vernieuwing Grens Management";2008-07-01;"Veiligheid en Justitie";2011-12-31;"Initieel";2011-12-31;0;13,84;2013-06-01;"Rapportage";2013-06-01;12,77;12,77;1796;"#BE5900";"orange";-1,07;-7,73121387283237
"Afgerond";"160177";"Publieke Dienstverlening Op de Kaart (PDOK)";2009-01-01;"Infrastructuur en Milieu";2012-12-31;"Initieel";2012-12-31;0;14;2012-12-31;"Rapportage";2012-12-31;17,4;17,4;1460;"#BE5900";"orange";3,4;24,2857142857143
"Afgerond";"158744";"NoorderWint";2005-01-01;"Veiligheid en Justitie";2009-06-30;"Initieel";2009-06-30;0;29;2010-12-31;"Rapportage";2010-12-31;55;56;2190;"#BE5900";"orange";26;89,6551724137931
"Afgerond";"160176";"Vernieuwing Informatie Voorziening (VIV) Jeugd.";2010-09-01;"Veiligheid en Justitie";2012-12-31;"Initieel";2012-12-31;0;5,2;2013-06-10;"Rapportage";2013-06-10;4,2;4,2;1013;"#BE5900";"orange";-1;-19,2307692307692
"Afgerond";"160186";"Programma Uitvoering Strafrechtelijke Beslissingen";2012-01-01;"Veiligheid en Justitie";2013-12-31;"Initieel";2013-12-31;0;4,77;2013-12-31;"Rapportage";2013-12-31;4,39;4,39;730;"#BE5900";"orange";-0,38;-7,9664570230608
"Afgerond";"158755";"UWV: Killen en Migreren";2006-01-01;"Sociale Zaken en Werkgelegenheid";2008-12-31;"Initieel";2008-12-31;0;87,6;2011-12-31;"Rapportage";2011-12-31;111;111,5;2190;"#BE5900";"orange";23,4;26,7123287671233
"Afgerond";"158762";"RADAR (binnen programma HTR)";2009-01-01;"Veiligheid en Justitie";2011-01-01;"Initieel";2011-01-01;0;8,69;2012-12-31;"Herijking";2012-12-31;0;15,1;1460;"#BE5900";"orange";-8,69;-100
"Afgerond";"158763";"Programma Stroomlijning Indicatieprocessen  (STIP)";2006-07-01;"Volksgezondheid, Welzijn en Sport";2011-07-01;"Initieel";2011-07-01;0;7,05;2009-09-01;"Rapportage";2009-09-01;4,72;7,05;1158;"#BE5900";"orange";-2,33;-33,0496453900709
"Afgerond";"160182";"UWV: Single Europe Payments Area (SEPA SCT)";2011-06-21;"Sociale Zaken en Werkgelegenheid";2012-07-01;"Initieel";2012-07-01;0;8,72;2012-07-01;"Rapportage";2012-07-01;6,4;6,4;376;"#BE5900";"orange";-2,32;-26,605504587156
"Afgerond";"160205";"TenderNed";2007-01-01;"Economische Zaken";2009-12-16;"Initieel";2009-12-16;0;10,74;2012-12-31;"Rapportage";2012-12-31;24,2;24,1;2191;"#BE5900";"orange";13,46;125,325884543762
"Geannuleerd";"268775";"Omgevingsloket Online 3.0";2012-06-26;"Infrastructuur en Milieu";2016-07-01;"Initieel";2016-07-01;0;8,2;2016-05-25;"Rapportage";2016-05-25;4,15;4,15;1429;"#741672";"purple";-4,05;-49,390243902439
"Geannuleerd";"252582";"Wijziging Ontslagstelsel en Passende Arbeid (WOPA)";2014-04-29;"Sociale Zaken en Werkgelegenheid";2015-10-01;"Initieel";2015-10-01;0;9,2;2015-11-10;"Herijking";2015-11-10;19,13;19,13;560;"#741672";"purple";9,93;107,934782608696
"Geannuleerd";"160183";"Pardex (Passenger Related Data Exchange)";2011-01-01;"Veiligheid en Justitie";2015-12-31;"Initieel";2015-12-31;0;45;2012-12-31;"Rapportage";2012-12-31;2,06;2,06;730;"#741672";"purple";-42,94;-95,4222222222222
"Geannuleerd";"299154";"Implementatie ZGW-service";2015-01-01;"Economische Zaken";2017-12-31;"Initieel";2017-12-31;0;5,2;2016-03-12;"Rapportage";2016-03-12;0,3;0,3;436;"#741672";"purple";-4,9;-94,2307692307692
"Geannuleerd";"234683";"Veranderprogramma SVB TIEN";2006-01-01;"Sociale Zaken en Werkgelegenheid";2010-12-31;"Initieel";2010-12-31;0;76;2014-09-02;"Rapportage";2014-09-02;121,8;121,8;3166;"#741672";"purple";45,8;60,2631578947368
"In uitvoering";"158751";"Operatie BRP";2009-03-01;"Binnenlandse Zaken en Koninkrijksrelaties";2015-05-01;"Initieel";2015-05-01;0;29,59;2020-05-15;"Rapportage";2020-05-15;69,08;82,95;4093;"#A2A419";"moss green";39,49;133,457249070632
"In uitvoering";"261022";"Impuls eID (voorheen: Idensys)";2014-01-01;"Binnenlandse Zaken en Koninkrijksrelaties";2016-12-31;"Initieel";2016-12-31;0;18;2019-04-01;"Rapportage";2019-04-01;16,4;28,5;1916;"#A2A419";"moss green";-1,6;-8,8888888888889
"In uitvoering";"299103";"AMRI";2014-01-01;"Economische Zaken";2016-12-31;"Initieel";2016-12-31;0;5,1;2017-08-31;"Herijking";2017-08-31;4,3;8,31;1338;"#A2A419";"moss green";-0,8;-15,6862745098039
"In uitvoering";"260544";"Programma Blik op NVWA 2017";2014-07-10;"Economische Zaken";2017-12-31;"Initieel";2017-12-31;0;36;2017-12-31;"Rapportage";2017-12-31;20,3;36;1270;"#A2A419";"moss green";-15,7;-43,6111111111111
"In uitvoering";"399506";"Grensverleggende IT (GrIT)";2015-12-21;"Defensie";2020-12-31;"Initieel";2020-12-31;0;0;2020-12-31;"Rapportage";2020-12-31;0;0;1837;"#A2A419";"moss green";0;0
"In uitvoering";"293059";"Digitale Werkplek (Vernieuwing Intranet)";2013-09-03;"Sociale Zaken en Werkgelegenheid";2015-03-31;"Initieel";2015-03-31;0;1,89;2017-12-31;"Herijking";2017-12-31;8,49;10,76;1580;"#A2A419";"moss green";6,6;349,206349206349
"In uitvoering";"295485";"IT-KMAR_IGO";2016-04-06;"Defensie";2020-12-31;"Initieel";2020-12-31;0;51,2;2020-12-31;"Rapportage";2020-12-31;2,61;51,2;1730;"#A2A419";"moss green";-48,59;-94,90234375
"In uitvoering";"158768";"Programma Vernieuwing Studiefinanciering";2010-09-01;"Onderwijs, Cultuur en Wetenschap";2014-09-01;"Initieel";2014-09-01;0;75;2017-11-03;"Herijking";2017-11-03;121,3;144,7;2620;"#A2A419";"moss green";46,3;61,7333333333333
